Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile range,Quartile number,Suppression Flag
"Currently experiencing long COVID, as a percentage of all adults",By State,Oregon,Oregon,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,4.5,3.3,5.9,3.3 - 5.9,2.7-5.4,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Pennsylvania,Pennsylvania,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,6.3,4.7,8.3,4.7 - 8.3,5.5-6.3,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Rhode Island,Rhode Island,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,6.6,4.1,10,4.1 - 10.0,6.4-7.4,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,South Carolina,South Carolina,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,7.2,5,10,5.0 - 10.0,6.4-7.4,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,South Dakota,South Dakota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8.6,6.1,11.7,6.1 - 11.7,7.5-12.5,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Tennessee,Tennessee,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,5,3.7,6.6,3.7 - 6.6,2.7-5.4,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Texas,Texas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,4.7,3.5,6.1,3.5 - 6.1,2.7-5.4,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Utah,Utah,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,5.1,4,6.4,4.0 - 6.4,2.7-5.4,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Vermont,Vermont,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.7,8.1,16.2,8.1 - 16.2,7.5-12.5,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Virginia,Virginia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,5.4,4.1,6.9,4.1 - 6.9,2.7-5.4,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Washington,Washington,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,5.3,4.1,6.6,4.1 - 6.6,2.7-5.4,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,West Virginia,West Virginia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.5,7.1,19.9,7.1 - 19.9,7.5-12.5,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Wisconsin,Wisconsin,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,6,4.6,7.7,4.6 - 7.7,5.5-6.3,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Wyoming,Wyoming,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,5.4,3.7,7.7,3.7 - 7.7,2.7-5.4,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",National Estimate,United States,United States,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.9,10.4,11.5,10.4 - 11.5,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,7.8,6.5,9.2,6.5 - 9.2,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,30 - 39 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8.7,7.9,9.6,7.9 - 9.6,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,40 - 49 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.3,12.1,14.5,12.1 - 14.5,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,50 - 59 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.9,12.6,15.2,12.6 - 15.2,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,60 - 69 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.4,10.2,12.6,10.2 - 12.6,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,70 - 79 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11,9.1,13.1,9.1 - 13.1,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,80 years and above,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,16.7,10,25.6,10.0 - 25.6,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Sex,United States,Male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8.1,7.4,8.8,7.4 - 8.8,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Sex,United States,Female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.5,12.8,14.3,12.8 - 14.3,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Cis-gender male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8,7.3,8.7,7.3 - 8.7,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Cis-gender female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.3,12.6,14.1,12.6 - 14.1,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Gender identity,United States,Transgender,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,24,14.7,35.4,14.7 - 35.4,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Gay or lesbian,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9.7,7.4,12.6,7.4 - 12.6,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Straight,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.7,10.1,11.3,10.1 - 11.3,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Sexual orientation,United States,Bisexual,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,14.6,11.5,18,11.5 - 18.0,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.4,8.9,12.2,8.9 - 12.2,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.4,10.7,12.1,10.7 - 12.1,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.2,8.7,11.8,8.7 - 11.8,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,6.8,5.1,8.8,5.1 - 8.8,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.4,11.2,15.9,11.2 - 15.9,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.5,8.9,16.8,8.9 - 16.8,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.2,9,11.5,9.0 - 11.5,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.6,12.5,14.7,12.5 - 14.7,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9,8.5,9.5,8.5 - 9.5,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Disability status,United States,With disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,23,21.3,24.8,21.3 - 24.8,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Disability status,United States,Without disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9.1,8.5,9.8,8.5 - 9.8,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Alabama,Alabama,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.3,9.3,18.3,9.3 - 18.3,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Alaska,Alaska,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8.9,6.3,12.2,6.3 - 12.2,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Arizona,Arizona,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,14,11,17.5,11.0 - 17.5,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Arkansas,Arkansas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.9,8.1,14.2,8.1 - 14.2,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,California,California,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9.6,7.8,11.7,7.8 - 11.7,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Colorado,Colorado,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.6,8.5,15.3,8.5 - 15.3,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Connecticut,Connecticut,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.6,8.6,15.1,8.6 - 15.1,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Delaware,Delaware,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.8,7.8,16.9,7.8 - 16.9,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,District of Columbia,District of Columbia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,5.7,3,9.6,3.0 - 9.6,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Florida,Florida,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11,8.3,14.3,8.3 - 14.3,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Georgia,Georgia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.7,9.7,16.3,9.7 - 16.3,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Hawaii,Hawaii,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,6.1,3.6,9.4,3.6 - 9.4,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Idaho,Idaho,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.8,9.8,18.6,9.8 - 18.6,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Illinois,Illinois,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.2,9.5,15.2,9.5 - 15.2,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Indiana,Indiana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.3,9.2,16,9.2 - 16.0,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Iowa,Iowa,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.8,7.9,16.7,7.9 - 16.7,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Kansas,Kansas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.2,10.1,16.7,10.1 - 16.7,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Kentucky,Kentucky,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.8,10.4,17.9,10.4 - 17.9,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Louisiana,Louisiana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.6,7.5,14.5,7.5 - 14.5,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Maine,Maine,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.6,8.8,17.4,8.8 - 17.4,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Maryland,Maryland,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9.8,7,13.1,7.0 - 13.1,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Massachusetts,Massachusetts,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.9,8.5,16,8.5 - 16.0,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Michigan,Michigan,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.3,10.4,16.7,10.4 - 16.7,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Minnesota,Minnesota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.1,7.5,13.3,7.5 - 13.3,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Mississippi,Mississippi,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.9,7.7,19.9,7.7 - 19.9,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Missouri,Missouri,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.7,8.1,16.3,8.1 - 16.3,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Montana,Montana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,14.9,11,19.5,11.0 - 19.5,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Nebraska,Nebraska,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8.4,6.2,11,6.2 - 11.0,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Nevada,Nevada,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.3,10,17.1,10.0 - 17.1,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,New Hampshire,New Hampshire,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9.2,6.7,12.2,6.7 - 12.2,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,New Jersey,New Jersey,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8.6,6.1,11.6,6.1 - 11.6,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,New Mexico,New Mexico,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.8,10,16.1,10.0 - 16.1,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,7.7,6,9.8,6.0 - 9.8,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.3,9.3,15.7,9.3 - 15.7,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.4,9.5,18,9.5 - 18.0,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Ohio,Ohio,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.7,8.5,15.6,8.5 - 15.6,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Oklahoma,Oklahoma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,15.1,11.7,19,11.7 - 19.0,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Oregon,Oregon,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9,6.6,12,6.6 - 12.0,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Pennsylvania,Pennsylvania,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12,9,15.4,9.0 - 15.4,11.8-13.3,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Rhode Island,Rhode Island,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.2,6.9,16.9,6.9 - 16.9,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,South Carolina,South Carolina,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,13.5,9.3,18.7,9.3 - 18.7,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,South Dakota,South Dakota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,14.6,10.4,19.7,10.4 - 19.7,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Tennessee,Tennessee,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9.6,7,12.6,7.0 - 12.6,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Texas,Texas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8.8,6.7,11.3,6.7 - 11.3,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Utah,Utah,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,8.9,6.9,11.2,6.9 - 11.2,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Vermont,Vermont,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,18.5,12.7,25.5,12.7 - 25.5,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Virginia,Virginia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,10.5,8,13.4,8.0 - 13.4,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Washington,Washington,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,9.7,7.7,12.2,7.7 - 12.2,5.7-9.7,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,West Virginia,West Virginia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,22.9,13.6,34.8,13.6 - 34.8,13.4-22.9,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Wisconsin,Wisconsin,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.6,8.9,14.8,8.9 - 14.8,9.8-11.7,2,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By State,Wyoming,Wyoming,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.1,7.5,15.7,7.5 - 15.7,9.8-11.7,2,
Ever had COVID,National Estimate,United States,United States,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,55.2,54.6,55.8,54.6 - 55.8,,,
Ever had COVID,By Age,United States,18 - 29 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,62.2,59.8,64.6,59.8 - 64.6,,,
Ever had COVID,By Age,United States,30 - 39 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,62.9,61.7,64.2,61.7 - 64.2,,,
Ever had COVID,By Age,United States,40 - 49 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,58.8,57.3,60.3,57.3 - 60.3,,,
Ever had COVID,By Age,United States,50 - 59 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.3,54.8,57.8,54.8 - 57.8,,,
Ever had COVID,By Age,United States,60 - 69 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,47.1,45.6,48.5,45.6 - 48.5,,,
Ever had COVID,By Age,United States,70 - 79 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,40.7,38.9,42.6,38.9 - 42.6,,,
Ever had COVID,By Age,United States,80 years and above,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,37.7,33.3,42.1,33.3 - 42.1,,,
Ever had COVID,By Sex,United States,Male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53.6,52.7,54.6,52.7 - 54.6,,,
Ever had COVID,By Sex,United States,Female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.7,56,57.4,56.0 - 57.4,,,
Ever had COVID,By Gender identity,United States,Cis-gender male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54,53,55,53.0 - 55.0,,,
Ever had COVID,By Gender identity,United States,Cis-gender female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.9,56.2,57.6,56.2 - 57.6,,,
Ever had COVID,By Gender identity,United States,Transgender,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53,45.6,60.4,45.6 - 60.4,,,
Ever had COVID,By Sexual orientation,United States,Gay or lesbian,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,57.5,53.8,61.2,53.8 - 61.2,,,
Ever had COVID,By Sexual orientation,United States,Straight,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,55.2,54.6,55.8,54.6 - 55.8,,,
Ever had COVID,By Sexual orientation,United States,Bisexual,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,61.7,58.2,65.1,58.2 - 65.1,,,
Ever had COVID,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,60.4,58.4,62.5,58.4 - 62.5,,,
Ever had COVID,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56,55.4,56.7,55.4 - 56.7,,,
Ever had COVID,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,44.3,42.1,46.5,42.1 - 46.5,,,
Ever had COVID,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,50.6,47.8,53.4,47.8 - 53.4,,,
Ever had COVID,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.4,53.1,59.6,53.1 - 59.6,,,
Ever had COVID,By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,45.5,42.2,48.7,42.2 - 48.7,,,
Ever had COVID,By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,51.4,49.9,52.9,49.9 - 52.9,,,
Ever had COVID,By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.2,55.2,57.2,55.2 - 57.2,,,
Ever had COVID,By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,60.2,59.4,60.9,59.4 - 60.9,,,
Ever had COVID,By Disability status,United States,With disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53.2,51.4,55.1,51.4 - 55.1,,,
Ever had COVID,By Disability status,United States,Without disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,55.9,55.1,56.6,55.1 - 56.6,,,
Ever had COVID,By State,Alabama,Alabama,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,57.5,53.2,61.6,53.2 - 61.6,54.6-57.5,3,
Ever had COVID,By State,Alaska,Alaska,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,55,50,59.9,50.0 - 59.9,54.6-57.5,3,
Ever had COVID,By State,Arizona,Arizona,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.5,51,57.9,51.0 - 57.9,53.2-54.5,2,
Ever had COVID,By State,Arkansas,Arkansas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,57,52.8,61.3,52.8 - 61.3,54.6-57.5,3,
Ever had COVID,By State,California,California,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,57.6,55.1,60.1,55.1 - 60.1,57.6-63.5,4,
Ever had COVID,By State,Colorado,Colorado,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53.2,49.3,57,49.3 - 57.0,53.2-54.5,2,
Ever had COVID,By State,Connecticut,Connecticut,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,58,53,62.8,53.0 - 62.8,57.6-63.5,4,
Ever had COVID,By State,Delaware,Delaware,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.3,48.1,60.3,48.1 - 60.3,53.2-54.5,2,
Ever had COVID,By State,District of Columbia,District of Columbia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,57.4,51.9,62.8,51.9 - 62.8,54.6-57.5,3,
Ever had COVID,By State,Florida,Florida,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53.1,49.8,56.4,49.8 - 56.4,45.4-53.1,1,
Ever had COVID,By State,Georgia,Georgia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,52.6,49,56.2,49.0 - 56.2,45.4-53.1,1,
Ever had COVID,By State,Hawaii,Hawaii,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,45.4,40.2,50.8,40.2 - 50.8,45.4-53.1,1,
Ever had COVID,By State,Idaho,Idaho,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.1,50.9,57.2,50.9 - 57.2,53.2-54.5,2,
